"join_field","model_code","ref_label","ref_percent","scls_label","state_class_id","age_category","canopy_category","oid","value","cur_scls_count","lc16_bps_200_cup","lc20_s_cla_220","bps_model","bps_name","groupveg","label","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"14750_41_50_51_63_64_65_66_Water","14750_41_50_51_63_64_65_66","Water",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14750_41_50_51_63_64_65_66_UN","14750_41_50_51_63_64_65_66","UN",0,NA,NA,NA,NA,61,61,30969,1636,6,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","UN",115919,25779.7480455,0,6887,27
"14750_41_50_51_63_64_65_66_UN","14750_41_50_51_63_64_65_66","UN",0,NA,NA,NA,NA,178,178,21612,1580,6,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","UN",115919,25779.7480455,0,4806,19
"14750_41_50_51_63_64_65_66_UE","14750_41_50_51_63_64_65_66","UE",0,NA,NA,NA,NA,90,90,1016,1636,7,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","UE",115919,25779.7480455,0,226,1
"14750_41_50_51_63_64_65_66_UE","14750_41_50_51_63_64_65_66","UE",0,NA,NA,NA,NA,179,179,1084,1580,7,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","UE",115919,25779.7480455,0,241,1
"14770_40_41_50_51_A","14770_40_41_50_51","A",14,"A","Early1:ALL","Early1","ALL",34,34,110450,1637,1,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","A",3337613,742266.7743285,103917,24563,3
"14770_40_41_50_51_A","14770_40_41_50_51","A",14,"A","Early1:ALL","Early1","ALL",157,157,148,1581,1,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","A",3337613,742266.7743285,103917,33,0
"14770_40_41_50_51_B","14770_40_41_50_51","B",16,"B","Mid1:OPN","Mid1","OPN",29,29,126285,1637,2,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","B",3337613,742266.7743285,118763,28085,4
"14770_40_41_50_51_B","14770_40_41_50_51","B",16,"B","Mid1:OPN","Mid1","OPN",140,140,485,1581,2,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","B",3337613,742266.7743285,118763,108,0
"14770_40_41_50_51_C","14770_40_41_50_51","C",38,"C","Late1:CLS","Late1","CLS",15,15,829060,1637,3,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","C",3337613,742266.7743285,282061,184378,25
"14770_40_41_50_51_C","14770_40_41_50_51","C",38,"C","Late1:CLS","Late1","CLS",139,139,10771,1581,3,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","C",3337613,742266.7743285,282061,2395,0
"14770_40_41_50_51_D","14770_40_41_50_51","D",23,"D","Late2:ALL","Late2","ALL",12,12,2079163,1637,4,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","D",3337613,742266.7743285,170721,462394,62
"14770_40_41_50_51_D","14770_40_41_50_51","D",23,"D","Late2:ALL","Late2","ALL",128,128,43032,1581,4,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","D",3337613,742266.7743285,170721,9570,1
"14770_40_41_50_51_E","14770_40_41_50_51","E",9,"E","Late3:OPN","Late3","OPN",63,63,2594,1637,5,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","E",3337613,742266.7743285,66804,577,0
"14770_40_41_50_51_E","14770_40_41_50_51","E",9,"E","Late3:OPN","Late3","OPN",155,155,3,1581,5,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","E",3337613,742266.7743285,66804,1,0
"14770_40_41_50_51_Agriculture","14770_40_41_50_51","Agriculture",0,NA,NA,NA,NA,25,25,7224,1637,180,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","Agriculture",3337613,742266.7743285,0,1607,0
"14770_40_41_50_51_Agriculture","14770_40_41_50_51","Agriculture",0,NA,NA,NA,NA,159,159,1876,1581,180,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","Agriculture",3337613,742266.7743285,0,417,0
"14770_40_41_50_51_Urban","14770_40_41_50_51","Urban",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14770_40_41_50_51_Water","14770_40_41_50_51","Water",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14770_40_41_50_51_UN","14770_40_41_50_51","UN",0,NA,NA,NA,NA,26,26,64831,1637,6,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","UN",3337613,742266.7743285,0,14418,2
"14770_40_41_50_51_UN","14770_40_41_50_51","UN",0,NA,NA,NA,NA,173,173,266,1581,6,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","UN",3337613,742266.7743285,0,59,0
"14770_40_41_50_51_UE","14770_40_41_50_51","UE",0,NA,NA,NA,NA,23,23,25625,1637,7,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","UE",3337613,742266.7743285,0,5699,1
"14770_40_41_50_51_UE","14770_40_41_50_51","UE",0,NA,NA,NA,NA,153,153,1512,1581,7,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","UE",3337613,742266.7743285,0,336,0
"14810_41_50_51_63_A","14810_41_50_51_63","A",14,"A","Early1:ALL","Early1","ALL",22,22,273533,1639,1,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","A",6151561,1368073.3328145,191530,60832,4
"14810_41_50_51_63_A","14810_41_50_51_63","A",14,"A","Early1:ALL","Early1","ALL",170,170,1493,1583,1,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","A",6151561,1368073.3328145,191530,332,0
"14810_41_50_51_63_B","14810_41_50_51_63","B",11,"B","Early2:CLS","Early2","CLS",24,24,229943,1639,2,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","B",6151561,1368073.3328145,150488,51138,4
"14810_41_50_51_63_B","14810_41_50_51_63","B",11,"B","Early2:CLS","Early2","CLS",156,156,1747,1583,2,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","B",6151561,1368073.3328145,150488,389,0
"14810_41_50_51_63_C","14810_41_50_51_63","C",21,"C","Mid1:CLS","Mid1","CLS",14,14,1069486,1639,3,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","C",6151561,1368073.3328145,287295,237848,17
"14810_41_50_51_63_C","14810_41_50_51_63","C",21,"C","Mid1:CLS","Mid1","CLS",136,136,26108,1583,3,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","C",6151561,1368073.3328145,287295,5806,0
"14810_41_50_51_63_D","14810_41_50_51_63","D",54,"D","Late1:CLS","Late1","CLS",7,7,4263090,1639,4,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","D",6151561,1368073.3328145,738760,948088,69
"14810_41_50_51_63_D","14810_41_50_51_63","D",54,"D","Late1:CLS","Late1","CLS",134,134,115361,1583,4,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","D",6151561,1368073.3328145,738760,25656,2
"14810_41_50_51_63_E","14810_41_50_51_63","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"14810_41_50_51_63_Agriculture","14810_41_50_51_63","Agriculture",0,NA,NA,NA,NA,33,33,47714,1639,180,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","Agriculture",6151561,1368073.3328145,0,10611,1
"14810_41_50_51_63_Agriculture","14810_41_50_51_63","Agriculture",0,NA,NA,NA,NA,171,171,3137,1583,180,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","Agriculture",6151561,1368073.3328145,0,698,0
"14810_41_50_51_63_Urban","14810_41_50_51_63","Urban",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14810_41_50_51_63_Water","14810_41_50_51_63","Water",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14810_41_50_51_63_UN","14810_41_50_51_63","UN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14810_41_50_51_63_UE","14810_41_50_51_63","UE",0,NA,NA,NA,NA,21,21,45589,1639,7,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","UE",6151561,1368073.3328145,0,10139,1
"14810_41_50_51_63_UE","14810_41_50_51_63","UE",0,NA,NA,NA,NA,168,168,3329,1583,7,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","UE",6151561,1368073.3328145,0,740,0
"14920_41_50_51_52_63_A","14920_41_50_51_52_63","A",22,"A","Early1:ALL","Early1","ALL",226,226,4,1640,1,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","A",100331,22313.0625795,4909,1,0
"14920_41_50_51_52_63_B","14920_41_50_51_52_63","B",22,"B","Early2:ALL","Early2","ALL",55,55,1527,1640,2,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","B",100331,22313.0625795,4909,340,2
"14920_41_50_51_52_63_B","14920_41_50_51_52_63","B",22,"B","Early2:ALL","Early2","ALL",208,208,415,1584,2,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","B",100331,22313.0625795,4909,92,0
"14920_41_50_51_52_63_C","14920_41_50_51_52_63","C",56,"C","Mid1:CLS","Mid1","CLS",54,54,229,1640,3,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","C",100331,22313.0625795,12495,51,0
"14920_41_50_51_52_63_C","14920_41_50_51_52_63","C",56,"C","Mid1:CLS","Mid1","CLS",211,211,93,1584,3,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","C",100331,22313.0625795,12495,21,0
"14920_41_50_51_52_63_D","14920_41_50_51_52_63","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"14920_41_50_51_52_63_E","14920_41_50_51_52_63","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"14920_41_50_51_52_63_Agriculture","14920_41_50_51_52_63","Agriculture",0,NA,NA,NA,NA,114,114,390,1640,180,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","Agriculture",100331,22313.0625795,0,87,0
"14920_41_50_51_52_63_Agriculture","14920_41_50_51_52_63","Agriculture",0,NA,NA,NA,NA,210,210,233,1584,180,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","Agriculture",100331,22313.0625795,0,52,0
"14920_41_50_51_52_63_Urban","14920_41_50_51_52_63","Urban",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14920_41_50_51_52_63_Water","14920_41_50_51_52_63","Water",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14920_41_50_51_52_63_UN","14920_41_50_51_52_63","UN",0,NA,NA,NA,NA,56,56,8010,1640,6,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","UN",100331,22313.0625795,0,1781,8
"14920_41_50_51_52_63_UN","14920_41_50_51_52_63","UN",0,NA,NA,NA,NA,207,207,45400,1584,6,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","UN",100331,22313.0625795,0,10097,45
"14920_41_50_51_52_63_UE","14920_41_50_51_52_63","UE",0,NA,NA,NA,NA,112,112,20440,1640,7,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","UE",100331,22313.0625795,0,4546,20
"14920_41_50_51_52_63_UE","14920_41_50_51_52_63","UE",0,NA,NA,NA,NA,209,209,624,1584,7,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","UE",100331,22313.0625795,0,139,1
"14940_41_50_51_A","14940_41_50_51","A",8,"A","Early1:OPN","Early1","OPN",231,231,12,1586,1,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","A",16971,3774.2570595,302,3,0
"14940_41_50_51_B","14940_41_50_51","B",56,"B","Late1:OPN","Late1","OPN",118,118,16,1641,2,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","B",16971,3774.2570595,2114,4,0
"14940_41_50_51_B","14940_41_50_51","B",56,"B","Late1:OPN","Late1","OPN",191,191,106,1586,2,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","B",16971,3774.2570595,2114,24,1
"14940_41_50_51_C","14940_41_50_51","C",31,"C","Late2:CLS","Late2","CLS",193,193,6,1586,3,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","C",16971,3774.2570595,1170,1,0
"14940_41_50_51_C","14940_41_50_51","C",31,"C","Late2:CLS","Late2","CLS",205,205,1,1641,3,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","C",16971,3774.2570595,1170,0,0
"14940_41_50_51_D","14940_41_50_51","D",5,"D","Late3:CLS","Late3","CLS",83,83,405,1641,4,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","D",16971,3774.2570595,189,90,2
"14940_41_50_51_D","14940_41_50_51","D",5,"D","Late3:CLS","Late3","CLS",174,174,10741,1586,4,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","D",16971,3774.2570595,189,2389,63
"14940_41_50_51_E","14940_41_50_51","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"14940_41_50_51_Agriculture","14940_41_50_51","Agriculture",0,NA,NA,NA,NA,125,125,10,1641,180,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","Agriculture",16971,3774.2570595,0,2,0
"14940_41_50_51_Agriculture","14940_41_50_51","Agriculture",0,NA,NA,NA,NA,232,232,195,1586,180,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","Agriculture",16971,3774.2570595,0,43,1
"14940_41_50_51_Urban","14940_41_50_51","Urban",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14940_41_50_51_Water","14940_41_50_51","Water",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"14940_41_50_51_UN","14940_41_50_51","UN",0,NA,NA,NA,NA,116,116,910,1641,6,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","UN",16971,3774.2570595,0,202,5
"14940_41_50_51_UN","14940_41_50_51","UN",0,NA,NA,NA,NA,192,192,3900,1586,6,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","UN",16971,3774.2570595,0,867,23
"14940_41_50_51_UE","14940_41_50_51","UE",0,NA,NA,NA,NA,113,113,115,1641,7,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","UE",16971,3774.2570595,0,26,1
"14940_41_50_51_UE","14940_41_50_51","UE",0,NA,NA,NA,NA,201,201,169,1586,7,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","UE",16971,3774.2570595,0,38,1
"13660_51_63_64_65_66_Developed",NA,NA,NA,NA,NA,NA,NA,8,8,155378,1625,120,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer","Developed",1985644,441596.304558,NA,34555,8
"13022_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,10,10,173375,1615,120,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood","Developed",7468754,1661009.811453,NA,38558,2
"14810_41_50_51_63_Developed",NA,NA,NA,NA,NA,NA,NA,17,17,68928,1639,120,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","Developed",6151561,1368073.3328145,NA,15329,1
"NA_Water",NA,NA,NA,NA,NA,NA,NA,18,18,619651,11,111,NA,"Open Water","Open Water","Water",619651,137806.9743195,NA,137807,100
"14770_40_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,20,20,32646,1637,120,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","Developed",3337613,742266.7743285,NA,7260,1
"13651_51_Developed",NA,NA,NA,NA,NA,NA,NA,28,28,146855,1623,120,"13651_51","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer","Developed",1915290,425949.961905,NA,32660,8
"13442_51_Developed",NA,NA,NA,NA,NA,NA,NA,31,31,10226,1621,120,"13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer","Developed",110305,24531.2253225,NA,2274,9
"13441_51_Developed",NA,NA,NA,NA,NA,NA,NA,42,42,124119,1620,120,"13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer","Developed",986459,219383.0560755,NA,27603,13
"14920_41_50_51_52_63_Developed",NA,NA,NA,NA,NA,NA,NA,51,51,21490,1640,120,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","Developed",100331,22313.0625795,NA,4779,21
"NA_Barren or Sparse",NA,NA,NA,NA,NA,NA,NA,58,58,6750,31,132,NA,"Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay","Barren or Sparse",6750,1501.162875,NA,1501,100
"14750_41_50_51_63_64_65_66_Developed",NA,NA,NA,NA,NA,NA,NA,60,60,1263,1636,120,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","Developed",115919,25779.7480455,NA,281,1
"13652_51_Developed",NA,NA,NA,NA,NA,NA,NA,64,64,62231,1624,120,"13652_51","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer","Developed",659857,146748.5675865,NA,13840,9
"13620_51_63_64_65_66_Developed",NA,NA,NA,NA,NA,NA,NA,72,72,91002,1622,120,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer","Developed",698331,155304.9735795,NA,20238,13
"13023_51_Developed",NA,NA,NA,NA,NA,NA,NA,77,77,8623,1616,120,"13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood","Hardwood","Developed",195553,43489.9116585,NA,1918,4
"13022_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,79,79,302608,1614,120,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood","Developed",7468754,1661009.811453,NA,67298,4
"14440_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,82,82,1961,1633,120,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood","Developed",146201,32514.2982945,NA,436,1
"14072_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,95,95,11976,1629,120,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer","Developed",208349,46335.6716805,NA,2663,6
"14071_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,119,119,20428,1628,120,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer","Developed",183645,40841.6379525,NA,4543,11
"14940_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,122,122,31,1641,120,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","Developed",16971,3774.2570595,NA,7,0
"13622_41_50_Developed",NA,NA,NA,NA,NA,NA,NA,133,133,46517,2726,120,"13622_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated","Hardwood-Conifer","Developed",425471,94622.4103095,NA,10345,11
"13022_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,135,135,10260,1561,120,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood","Developed",7468754,1661009.811453,NA,2282,0
"14770_40_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,144,144,1642,1581,120,"14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian","Developed",3337613,742266.7743285,NA,365,0
"14810_41_50_51_63_Developed",NA,NA,NA,NA,NA,NA,NA,160,160,2103,1583,120,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian","Developed",6151561,1368073.3328145,NA,468,0
"13022_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,161,161,11385,1562,120,"13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood","Developed",7468754,1661009.811453,NA,2532,0
"13660_50_Developed",NA,NA,NA,NA,NA,NA,NA,165,165,5281,1569,120,"13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer","Developed",1985644,441596.304558,NA,1174,0
"14072_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,176,176,13418,1573,120,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer","Developed",208349,46335.6716805,NA,2984,6
"14750_41_50_51_63_64_65_66_Developed",NA,NA,NA,NA,NA,NA,NA,182,182,1536,1580,120,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian","Developed",115919,25779.7480455,NA,342,1
"13651_40_41_50_Developed",NA,NA,NA,NA,NA,NA,NA,187,187,677,1568,120,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer","Developed",1915290,425949.961905,NA,151,0
"13940_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,189,189,31,1570,120,"13940_50_51","North-Central Interior Oak Savanna","Hardwood","Developed",31,6.8942295,NA,7,100
"13100_44_50_Developed",NA,NA,NA,NA,NA,NA,NA,197,197,404,1563,120,"13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood","Developed",619,137.6621955,NA,90,65
"14940_41_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,203,203,354,1586,120,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian","Developed",16971,3774.2570595,NA,79,2
"14920_41_50_51_52_63_Developed",NA,NA,NA,NA,NA,NA,NA,206,206,1476,1584,120,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian","Developed",100331,22313.0625795,NA,328,1
"14660_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,214,214,464,1578,120,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian","Developed",9008,2003.329656,NA,103,5
"14120_39_40_41_42_43_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,220,220,85,1575,120,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland","Developed",262,58.267359,NA,19,32
"14210_31_38_42_43_44_50_51_Developed",NA,NA,NA,NA,NA,NA,NA,224,224,38,1576,120,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland","Developed",215,47.8148175,NA,8,18
"13110_50_Developed",NA,NA,NA,NA,NA,NA,NA,230,230,8,1564,120,"13110_50","North-Central Interior Dry Oak Forest and Woodland","Hardwood","Developed",23,5.1150735,NA,2,35
